short_name,value_eur,player_positions,age,height_cm,weight_kg,overall,pace,shooting,passing,dribbling,defending,physic
A. Caprice,725000.0,RB,17,175,70,61,70.0,39.0,44.0,53.0,57.0,49.0
A. Sampers,750000.0,ST,21,184,68,61,76.0,60.0,41.0,61.0,21.0,54.0
K. Hajrizi,600000.0,CB,23,185,78,61,71.0,31.0,46.0,50.0,59.0,74.0
F. Momoh,750000.0,ST,21,187,84,61,83.0,58.0,46.0,58.0,25.0,67.0
F. Tebo Uchenna,700000.0,CB,22,192,85,61,73.0,30.0,38.0,42.0,58.0,74.0
N. Bitumazala,750000.0,RB,19,178,68,61,64.0,42.0,56.0,63.0,61.0,53.0
S. Delaye,775000.0,CM,20,171,60,61,61.0,46.0,61.0,69.0,53.0,43.0
L. Dobbin,775000.0,RM,19,175,71,61,79.0,60.0,53.0,64.0,25.0,49.0
R. Bourlès,775000.0,CM,19,186,74,61,60.0,51.0,65.0,63.0,48.0,50.0
Carlos Beitia,725000.0,CM,22,185,77,61,63.0,47.0,57.0,63.0,46.0,57.0
Recasens,750000.0,CB,20,183,72,61,61.0,30.0,51.0,55.0,61.0,63.0
D. Williams,725000.0,LWB,18,170,64,61,66.0,36.0,51.0,60.0,55.0,51.0
César,700000.0,CDM,21,178,72,61,58.0,46.0,60.0,59.0,60.0,54.0
Manu Morillo,825000.0,ST,18,182,70,61,68.0,61.0,45.0,62.0,21.0,52.0
G. Lagerbielke,700000.0,CB,22,193,83,61,57.0,24.0,46.0,56.0,60.0,62.0
F. Seriki,750000.0,RWB,20,183,78,61,87.0,28.0,46.0,58.0,53.0,62.0
L. Ovando,725000.0,ST,19,174,73,61,65.0,60.0,48.0,63.0,23.0,62.0
Joseda,675000.0,RB,20,181,72,61,55.0,48.0,56.0,57.0,60.0,60.0
M. Vesprini,700000.0,CB,22,185,77,61,59.0,34.0,43.0,42.0,63.0,60.0
O. Beck,825000.0,LWB,19,181,74,61,66.0,40.0,53.0,57.0,56.0,57.0
M. Benita,800000.0,RB,18,178,66,61,79.0,54.0,53.0,64.0,56.0,58.0
A. Boakye,725000.0,CAM,21,178,70,61,85.0,59.0,57.0,64.0,26.0,52.0
I. Hamache,775000.0,LM,19,178,74,61,71.0,62.0,52.0,67.0,18.0,43.0
L. Mosquera,700000.0,LB,21,174,71,61,70.0,49.0,49.0,57.0,56.0,61.0
C. Rojas,875000.0,LB,18,174,70,61,75.0,43.0,46.0,57.0,57.0,60.0
L. Skraback,700000.0,LM,19,175,70,61,66.0,56.0,57.0,63.0,44.0,53.0
R. Ciervo,725000.0,RW,21,190,69,61,69.0,58.0,57.0,64.0,32.0,47.0
Kike Ríos,700000.0,CB,22,187,80,61,60.0,30.0,40.0,42.0,60.0,67.0
Dali,725000.0,CAM,22,172,70,61,73.0,53.0,61.0,65.0,41.0,47.0
Nacho Martín,675000.0,CDM,20,175,69,61,70.0,45.0,61.0,64.0,55.0,55.0
Julen Jon,1000000.0,CAM,18,186,69,61,70.0,53.0,57.0,58.0,38.0,60.0
A. Simarra,700000.0,CB,21,191,83,61,60.0,31.0,45.0,43.0,59.0,70.0
J. Farrell,600000.0,LB,19,180,75,61,65.0,33.0,46.0,51.0,59.0,55.0
M. Maglica,675000.0,CB,23,198,99,61,38.0,33.0,42.0,41.0,62.0,66.0
F. Asllani,775000.0,ST,19,188,81,61,55.0,63.0,48.0,61.0,24.0,58.0
R. Vucic,775000.0,ST,19,188,80,61,64.0,61.0,48.0,60.0,19.0,59.0
N. Figueroa,800000.0,ST,20,184,75,61,54.0,65.0,54.0,60.0,24.0,56.0
Biel Farrés,675000.0,CB,20,183,78,61,60.0,33.0,48.0,53.0,62.0,61.0
D. Salifou,800000.0,CDM,19,191,81,61,55.0,45.0,58.0,56.0,59.0,62.0
C. Savage,800000.0,CDM,19,182,63,61,58.0,44.0,62.0,59.0,56.0,58.0
A. Romaní,725000.0,RW,20,170,66,61,71.0,56.0,57.0,64.0,45.0,54.0
Manu Rico,775000.0,LM,19,178,76,61,65.0,59.0,57.0,64.0,36.0,52.0
D. Stensson,600000.0,CDM,25,178,70,61,61.0,42.0,55.0,55.0,59.0,60.0
S. Almadjed,425000.0,CM,26,183,76,61,68.0,55.0,62.0,57.0,56.0,63.0
G. Mina,375000.0,LM,26,175,75,61,81.0,48.0,58.0,56.0,61.0,58.0
A. Aventisian,750000.0,LB,19,172,67,61,81.0,31.0,41.0,55.0,58.0,57.0
R. Kriwak,725000.0,ST,23,198,87,61,69.0,60.0,47.0,55.0,26.0,74.0
J. Rich-Baghuelou,700000.0,CB,22,196,90,61,55.0,43.0,42.0,53.0,56.0,78.0
C. Jander,700000.0,CM,19,183,75,61,76.0,43.0,59.0,65.0,59.0,59.0
A. Kade,750000.0,LM,18,183,62,61,74.0,54.0,54.0,64.0,25.0,41.0
João Mendes,700000.0,LB,22,179,71,61,77.0,40.0,55.0,61.0,55.0,60.0
R. Cisterna,725000.0,CAM,20,173,67,61,70.0,56.0,56.0,61.0,34.0,37.0
A. Greive,500000.0,ST,23,178,73,61,68.0,61.0,48.0,62.0,18.0,56.0
J. Fazzini,850000.0,CM,19,178,70,61,66.0,46.0,60.0,63.0,55.0,57.0
A. Prado,725000.0,CB,19,178,76,61,66.0,30.0,39.0,44.0,64.0,59.0
N. Soria,725000.0,ST,20,187,80,61,62.0,64.0,40.0,55.0,19.0,62.0
B. Pereira,825000.0,RB,19,172,70,61,72.0,33.0,53.0,64.0,56.0,47.0
A. Sidibe,775000.0,CM,20,178,73,61,64.0,47.0,60.0,61.0,53.0,57.0
E. Oduah,800000.0,LW,20,192,77,61,77.0,57.0,50.0,62.0,26.0,64.0
S. Jaurena,525000.0,CM,22,175,76,61,70.0,50.0,61.0,66.0,54.0,56.0
I. Thiam,725000.0,LM,21,177,61,61,59.0,60.0,58.0,62.0,19.0,44.0
A. Salama,750000.0,ST,21,192,78,61,60.0,63.0,43.0,57.0,22.0,58.0
J. Noguera,850000.0,LM,20,179,70,61,75.0,56.0,55.0,66.0,24.0,45.0
S. Nwankwo,775000.0,ST,18,183,75,61,81.0,57.0,46.0,59.0,27.0,66.0
G. Benítez,675000.0,CB,20,178,75,61,68.0,35.0,48.0,57.0,61.0,62.0
L. Blum,750000.0,RB,20,181,75,61,73.0,26.0,52.0,57.0,56.0,63.0
L. Fernández,750000.0,RB,20,174,70,61,70.0,30.0,46.0,52.0,60.0,49.0
A. Romero,475000.0,CB,24,180,78,61,65.0,31.0,53.0,58.0,63.0,57.0
B. Orosco,475000.0,CAM,24,175,63,61,64.0,50.0,58.0,68.0,36.0,47.0
M. Carpio,775000.0,CAM,19,170,65,61,65.0,60.0,60.0,64.0,56.0,57.0
V. Skjærvik,700000.0,CB,21,184,73,61,58.0,23.0,40.0,47.0,60.0,64.0
H. Opsahl,725000.0,CB,19,188,80,61,58.0,25.0,40.0,47.0,61.0,63.0
E. Vidart,675000.0,CDM,20,182,75,61,65.0,60.0,63.0,57.0,59.0,53.0
Manu Lama,750000.0,CB,21,186,82,61,58.0,41.0,52.0,48.0,61.0,63.0
T. Silva,750000.0,LB,19,172,60,61,71.0,37.0,52.0,59.0,57.0,48.0
S. Braybrooke,825000.0,CM,18,184,66,61,68.0,51.0,62.0,64.0,50.0,50.0
R. Hernández,525000.0,CM,21,180,81,61,64.0,55.0,57.0,61.0,58.0,61.0
V. Adamo,800000.0,ST,20,191,78,61,58.0,60.0,56.0,52.0,26.0,62.0
Vere,800000.0,LM,21,182,73,61,57.0,50.0,61.0,60.0,43.0,46.0
H. Carneil,775000.0,LM,19,176,64,61,69.0,50.0,55.0,64.0,24.0,41.0
S. Djeffal,725000.0,CM,23,177,69,61,68.0,52.0,61.0,64.0,52.0,61.0
David García,750000.0,CM,18,183,79,61,60.0,53.0,59.0,61.0,55.0,62.0
R. Damus,750000.0,ST,22,180,75,61,76.0,59.0,43.0,61.0,21.0,63.0
U. Ewolo,375000.0,RM,26,191,80,61,77.0,66.0,46.0,59.0,20.0,69.0
Rodrigo Henrique,325000.0,CAM,28,178,72,61,76.0,57.0,56.0,65.0,28.0,57.0
J. Löffelsend,425000.0,CDM,24,180,75,61,63.0,41.0,59.0,60.0,57.0,61.0
J. Bångsbo,725000.0,CB,19,192,85,61,59.0,26.0,42.0,45.0,62.0,63.0
E. Taborga,675000.0,LB,20,178,66,61,71.0,45.0,55.0,59.0,55.0,63.0
R. Ramírez,625000.0,CDM,22,177,88,61,55.0,51.0,57.0,57.0,59.0,70.0
S. Toloza,775000.0,CAM,19,171,69,61,64.0,51.0,59.0,62.0,49.0,46.0
B. Aburto,650000.0,ST,20,177,70,61,65.0,62.0,54.0,58.0,32.0,58.0
Ó. Zambrano,725000.0,CDM,18,175,68,61,64.0,53.0,58.0,58.0,60.0,61.0
J. Belocian,775000.0,CDM,17,182,73,61,65.0,39.0,55.0,58.0,60.0,64.0
L. Semić,800000.0,RB,18,169,68,61,82.0,38.0,50.0,63.0,54.0,63.0
H. El Kaouakibi,475000.0,RB,24,185,80,61,64.0,33.0,49.0,56.0,60.0,61.0
E. Pierozzi,675000.0,RB,20,182,70,61,73.0,40.0,49.0,60.0,56.0,60.0
I. Koutsoupias,725000.0,CM,21,182,78,61,66.0,42.0,56.0,61.0,55.0,68.0
S. Davi,625000.0,LB,22,178,73,61,65.0,33.0,47.0,52.0,58.0,60.0
A. Vera,825000.0,CAM,18,175,69,61,74.0,59.0,58.0,61.0,36.0,52.0
J. Gómez,700000.0,RB,22,173,79,61,64.0,33.0,40.0,57.0,63.0,61.0
W. Amey,850000.0,CB,16,187,75,61,60.0,39.0,52.0,46.0,60.0,66.0
Iván Gil,725000.0,CAM,22,168,63,61,62.0,53.0,54.0,61.0,35.0,51.0
A. Douiri,700000.0,RB,22,180,63,61,82.0,55.0,54.0,64.0,55.0,63.0
J. Gonçalves,160000.0,CB,33,170,61,61,53.0,29.0,49.0,47.0,61.0,63.0
E. Krasniqi,525000.0,CAM,22,180,75,61,67.0,57.0,57.0,63.0,36.0,58.0
S. Magnússon,750000.0,ST,22,171,65,61,74.0,59.0,56.0,65.0,32.0,59.0
A. Hofman,775000.0,RW,19,181,71,61,72.0,60.0,56.0,63.0,27.0,54.0
Fábio Ronaldo,725000.0,LW,21,178,66,61,82.0,71.0,48.0,61.0,26.0,55.0
F. Perruzzi,700000.0,CDM,21,177,69,61,52.0,40.0,52.0,54.0,61.0,63.0
D. Piła,800000.0,LM,21,184,78,61,82.0,59.0,55.0,63.0,23.0,51.0
M. Šulek,475000.0,CB,24,179,65,61,63.0,23.0,34.0,42.0,62.0,66.0
S. Iyede,675000.0,ST,24,181,78,61,87.0,56.0,46.0,61.0,28.0,63.0
S. Diaby,700000.0,LB,22,173,69,61,69.0,46.0,56.0,56.0,56.0,62.0
E. Attipoe,700000.0,RB,22,178,75,61,82.0,25.0,44.0,56.0,56.0,61.0
Pacheco,775000.0,CM,20,184,72,61,61.0,47.0,60.0,56.0,58.0,61.0
S. Kobusiński,500000.0,ST,24,181,78,61,76.0,61.0,54.0,60.0,20.0,63.0
L. Bucca,525000.0,CM,23,189,82,61,62.0,55.0,60.0,64.0,54.0,68.0
K. Smith,375000.0,RB,26,175,73,61,78.0,48.0,51.0,59.0,55.0,64.0
V. Veliu,725000.0,LM,22,177,68,61,66.0,55.0,54.0,61.0,32.0,55.0
C. Brackelmann,700000.0,CB,22,196,86,61,63.0,47.0,52.0,48.0,59.0,75.0
P. König,750000.0,ST,22,188,83,61,69.0,60.0,47.0,64.0,37.0,67.0
J. Wulff,725000.0,CAM,22,182,76,61,71.0,58.0,55.0,59.0,52.0,66.0
A. Ifeadigo,400000.0,ST,25,193,85,61,65.0,59.0,42.0,61.0,26.0,73.0
R. Schneider,800000.0,CAM,20,170,70,61,77.0,55.0,59.0,59.0,35.0,50.0
D. Cosgun,725000.0,CAM,20,177,65,61,68.0,64.0,58.0,64.0,35.0,52.0
J. Manske,675000.0,ST,22,192,87,61,57.0,62.0,41.0,57.0,18.0,68.0
L. Mazagg,625000.0,CB,22,190,80,61,68.0,21.0,40.0,48.0,61.0,66.0
M. Biereth,925000.0,ST,19,187,78,61,73.0,60.0,48.0,60.0,29.0,68.0
C. Kouakou,725000.0,CM,22,180,70,61,76.0,42.0,58.0,63.0,47.0,64.0
K. Koulierakis,775000.0,CB,18,185,78,61,62.0,32.0,50.0,56.0,62.0,61.0
V. Garofalo,675000.0,CM,22,184,80,61,68.0,51.0,61.0,63.0,42.0,63.0
R. Schifferl,625000.0,CB,22,197,81,61,60.0,29.0,46.0,45.0,60.0,68.0
Pastor,475000.0,RB,22,176,74,61,74.0,33.0,37.0,57.0,61.0,55.0
Peque,700000.0,LM,19,172,65,61,67.0,55.0,59.0,65.0,35.0,46.0
K. Manneh,475000.0,LW,23,172,66,61,76.0,56.0,53.0,62.0,23.0,54.0
J. Affamah,800000.0,ST,20,175,70,61,74.0,63.0,50.0,56.0,28.0,51.0
R. Labonne,450000.0,RB,24,180,76,61,76.0,36.0,52.0,56.0,53.0,59.0
E. Yeboah,775000.0,RW,19,187,80,61,83.0,57.0,54.0,61.0,38.0,75.0
E. Célestine,500000.0,ST,24,191,84,61,57.0,59.0,51.0,56.0,20.0,67.0
S. Moya,800000.0,CB,19,187,80,61,58.0,32.0,32.0,38.0,64.0,63.0
Nacho Castillo,725000.0,CAM,21,183,75,61,66.0,59.0,56.0,61.0,46.0,57.0
T. González,775000.0,ST,19,170,68,61,81.0,61.0,50.0,65.0,24.0,45.0
E. Tchato,750000.0,RB,19,182,75,61,72.0,32.0,48.0,57.0,58.0,59.0
W. Odobert,825000.0,LW,17,180,75,61,69.0,61.0,50.0,64.0,26.0,39.0
Afonso Freitas,625000.0,LB,22,181,73,61,69.0,32.0,46.0,58.0,59.0,58.0
Abraham,750000.0,CB,20,183,72,61,60.0,37.0,51.0,44.0,62.0,60.0
O. Faraj,725000.0,ST,20,183,77,61,67.0,59.0,43.0,61.0,22.0,64.0
V. Hakhamaneshi,220000.0,CB,31,198,92,61,54.0,31.0,40.0,37.0,60.0,75.0
T. Ojeda,850000.0,ST,19,187,72,61,66.0,62.0,59.0,59.0,43.0,54.0
L. Hallaert,775000.0,ST,19,185,67,61,69.0,62.0,51.0,57.0,18.0,55.0
Jandro Orellana,700000.0,CDM,21,176,71,61,60.0,43.0,59.0,60.0,59.0,51.0
S. Ortíz,700000.0,CDM,21,173,77,61,62.0,45.0,57.0,57.0,59.0,61.0
R. Lobo,800000.0,CAM,20,170,68,61,61.0,53.0,62.0,63.0,36.0,48.0
E. Franco,725000.0,LB,18,171,77,61,58.0,43.0,53.0,58.0,58.0,60.0
R. Elongo-Yombo,725000.0,LM,20,183,76,61,73.0,54.0,53.0,62.0,40.0,66.0
M. Fuseini,800000.0,RM,20,169,60,61,86.0,53.0,51.0,66.0,22.0,41.0
L. Harris,1000000.0,CAM,17,168,63,61,57.0,60.0,57.0,66.0,37.0,45.0
Barbu,625000.0,CB,21,189,74,61,49.0,29.0,46.0,41.0,62.0,63.0
Y. Paz,750000.0,RWB,20,176,67,61,72.0,51.0,54.0,59.0,56.0,71.0
N. Žugelj,725000.0,RW,22,189,80,61,81.0,54.0,53.0,64.0,24.0,49.0
N. Naujoks,800000.0,CAM,20,183,75,61,65.0,57.0,56.0,60.0,54.0,65.0
S. Sané,850000.0,RM,19,190,79,61,68.0,56.0,57.0,63.0,43.0,57.0
H. Akman,875000.0,CM,17,172,65,61,72.0,51.0,59.0,72.0,47.0,43.0
J. Perea,800000.0,LM,20,177,72,61,78.0,54.0,55.0,62.0,28.0,58.0
Joan González,725000.0,CM,20,190,82,61,67.0,58.0,63.0,61.0,49.0,70.0
O. Acosta,700000.0,LB,22,177,62,61,64.0,43.0,52.0,55.0,59.0,52.0
F. Şanlıtürk,775000.0,CM,19,180,70,61,69.0,60.0,64.0,64.0,45.0,51.0
M. Damar,825000.0,CAM,18,185,73,61,64.0,58.0,60.0,65.0,38.0,53.0
E. Gültekin,725000.0,LM,21,181,75,61,65.0,55.0,59.0,62.0,32.0,52.0
K. Bağış,525000.0,RW,24,178,70,61,64.0,60.0,57.0,64.0,46.0,55.0
P. Rejnhold,400000.0,RB,26,177,75,61,72.0,33.0,48.0,51.0,58.0,73.0
Augusto Dabo,825000.0,LB,19,173,70,61,75.0,32.0,46.0,56.0,56.0,53.0
A. Chibozo,850000.0,CF,19,172,68,61,66.0,60.0,55.0,66.0,22.0,45.0
D. Prpić,775000.0,CB,18,188,78,61,66.0,26.0,36.0,45.0,60.0,70.0
Rafael Fernandes,675000.0,CB,20,191,82,61,63.0,37.0,49.0,43.0,62.0,63.0
D. Håkans,725000.0,LW,21,179,75,61,85.0,52.0,51.0,64.0,21.0,50.0
K. Ortiz,700000.0,CDM,21,176,70,61,63.0,53.0,54.0,59.0,58.0,66.0
del Cerro,700000.0,CM,18,185,75,61,51.0,50.0,57.0,58.0,59.0,66.0
Pol Bassa,675000.0,LB,19,170,65,61,68.0,42.0,51.0,57.0,57.0,49.0
N. Karić,475000.0,CM,22,183,77,61,67.0,50.0,58.0,58.0,49.0,63.0
Imanol Baz,700000.0,CB,21,180,75,61,62.0,33.0,41.0,48.0,66.0,55.0
K. Etta Eyong,725000.0,CDM,18,181,75,61,60.0,37.0,52.0,55.0,61.0,62.0
E. Pavlis,775000.0,CAM,19,176,72,61,67.0,56.0,63.0,61.0,56.0,52.0
A. Muhsin,525000.0,ST,24,190,78,61,74.0,61.0,48.0,55.0,18.0,58.0
J. Persson,775000.0,ST,19,194,88,61,55.0,60.0,42.0,54.0,31.0,69.0
Joseda Älvarez,625000.0,RB,21,183,75,61,62.0,32.0,36.0,54.0,66.0,59.0
Guilherme,475000.0,CB,21,191,84,61,62.0,36.0,36.0,36.0,64.0,65.0
K. Vivcharenko,750000.0,LB,20,178,76,61,66.0,46.0,56.0,59.0,57.0,65.0
R. Lewis,1000000.0,RB,17,175,70,61,63.0,37.0,43.0,59.0,60.0,51.0
B. Palacios,775000.0,RM,19,178,74,61,66.0,56.0,56.0,61.0,37.0,55.0
X. Simons,800000.0,CDM,19,183,81,61,65.0,46.0,60.0,62.0,59.0,63.0
Kikín,750000.0,RB,19,185,68,61,71.0,35.0,42.0,59.0,61.0,52.0
R. Smajić,775000.0,CB,18,190,82,61,65.0,30.0,44.0,50.0,61.0,66.0
D. Gassama,825000.0,LW,18,177,70,61,76.0,56.0,53.0,68.0,24.0,50.0
F. Senghor,325000.0,CB,28,183,75,61,61.0,34.0,39.0,40.0,64.0,60.0
M. Tounkara,750000.0,CB,20,192,84,61,67.0,31.0,37.0,43.0,60.0,75.0
Kike Salas,800000.0,CB,20,186,80,61,60.0,24.0,33.0,37.0,61.0,68.0
Elione Fernandes,700000.0,CDM,16,184,78,61,68.0,52.0,54.0,56.0,59.0,63.0
I. Henderson,80000.0,ST,37,178,67,60,43.0,62.0,56.0,60.0,36.0,62.0
J. Grounds,80000.0,CB,34,185,87,60,49.0,41.0,53.0,54.0,58.0,69.0
Yeom Ki Hun,80000.0,CM,39,182,80,60,33.0,60.0,67.0,60.0,42.0,48.0
A. Williams,100000.0,ST,35,188,78,60,40.0,62.0,53.0,57.0,27.0,63.0
M. Ellis,120000.0,CB,33,188,78,60,43.0,30.0,43.0,45.0,59.0,65.0
N. Delfouneso,210000.0,ST,31,186,78,60,64.0,57.0,58.0,62.0,29.0,53.0
I. Bermingham,130000.0,LB,33,177,73,60,53.0,50.0,55.0,56.0,58.0,67.0
T. Smith,160000.0,CB,32,188,82,60,47.0,37.0,50.0,51.0,59.0,71.0
Kwak Kwang Sun,45000.0,CB,36,186,76,60,34.0,53.0,54.0,55.0,58.0,68.0
Gu Bin,240000.0,CM,30,183,74,60,58.0,50.0,58.0,60.0,43.0,52.0
M. Sans,80000.0,CB,34,191,86,60,30.0,35.0,49.0,38.0,61.0,64.0
D. Amoo,210000.0,ST,31,178,77,60,80.0,57.0,55.0,62.0,38.0,66.0
D. McMillan,160000.0,ST,33,180,77,60,52.0,60.0,50.0,57.0,26.0,58.0
T. Eastman,200000.0,CB,30,191,88,60,42.0,35.0,48.0,45.0,60.0,72.0
D. Cawley,210000.0,CDM,30,178,76,60,49.0,54.0,57.0,59.0,56.0,66.0
R. Connolly,210000.0,CDM,30,177,76,60,53.0,53.0,59.0,58.0,56.0,66.0
B. Gartland,70000.0,CB,35,188,90,60,30.0,29.0,42.0,38.0,60.0,67.0
Choi Bo Kyung,80000.0,CB,34,184,79,60,52.0,39.0,52.0,51.0,60.0,64.0
Jang Hyuk Jin,190000.0,CM,32,178,71,60,76.0,52.0,64.0,58.0,49.0,66.0
D. Rose,250000.0,ST,28,173,72,60,72.0,58.0,52.0,62.0,43.0,67.0
Marc Fernández,200000.0,LM,32,179,70,60,71.0,60.0,55.0,61.0,32.0,62.0
M. Dolan,210000.0,CB,29,175,78,60,51.0,55.0,62.0,61.0,59.0,66.0
C. Kane,275000.0,ST,27,181,76,60,69.0,57.0,47.0,57.0,40.0,79.0
N. Byrne,210000.0,CB,29,190,70,60,45.0,26.0,38.0,47.0,59.0,71.0
K. Guthrie,250000.0,ST,29,191,70,60,66.0,59.0,51.0,59.0,40.0,72.0
J. Reid,275000.0,ST,27,181,74,60,76.0,60.0,49.0,59.0,20.0,68.0
T. Sho-Silva,300000.0,ST,27,183,80,60,76.0,56.0,43.0,58.0,24.0,69.0
M. Al Qarni,160000.0,CDM,32,181,66,60,56.0,50.0,54.0,55.0,58.0,69.0
A. Al Yousef,170000.0,LB,32,172,60,60,73.0,45.0,53.0,57.0,55.0,59.0
C. Brown,210000.0,RB,30,175,69,60,68.0,37.0,50.0,59.0,56.0,69.0
M. Majrashi,210000.0,ST,31,182,79,60,66.0,57.0,49.0,59.0,23.0,73.0
Jin Seong Wook,250000.0,ST,28,183,78,60,71.0,56.0,49.0,65.0,25.0,72.0
A. Al Zubaidi,220000.0,RB,29,178,81,60,70.0,49.0,54.0,55.0,54.0,74.0
K. Wallace,230000.0,CDM,27,186,75,60,58.0,49.0,58.0,59.0,59.0,62.0
N. Brock-Madsen,250000.0,ST,29,191,88,60,50.0,57.0,46.0,54.0,31.0,73.0
L. Rodrigues,70000.0,CDM,35,182,64,60,68.0,46.0,54.0,56.0,55.0,69.0
Park Yong Ji,250000.0,ST,29,183,74,60,79.0,55.0,56.0,59.0,22.0,45.0
L. Cano,275000.0,ST,27,180,76,60,67.0,60.0,44.0,60.0,30.0,67.0
D. Orellana,240000.0,CM,29,173,76,60,68.0,49.0,60.0,62.0,57.0,66.0
J. Thorsen,190000.0,CM,32,188,77,60,57.0,51.0,58.0,60.0,62.0,68.0
H. Khabra,130000.0,RB,33,176,73,60,65.0,44.0,54.0,54.0,53.0,79.0
L. Paramatti,250000.0,CB,27,185,75,60,48.0,21.0,36.0,41.0,60.0,64.0
A. Kojic,275000.0,RB,26,185,78,60,75.0,33.0,46.0,56.0,56.0,66.0
C. Dummigan,300000.0,CDM,26,180,70,60,64.0,42.0,56.0,57.0,58.0,62.0
B. Whitfield,275000.0,LM,26,165,62,60,82.0,55.0,53.0,63.0,36.0,47.0
Pei Shuai,210000.0,CB,29,185,79,60,72.0,45.0,53.0,51.0,58.0,70.0
Cao Haiqing,220000.0,LB,28,174,69,60,65.0,38.0,42.0,56.0,58.0,57.0
J. Nolan,240000.0,CM,30,180,72,60,60.0,57.0,59.0,63.0,55.0,58.0
B. Comley,275000.0,CDM,26,180,72,60,66.0,48.0,58.0,60.0,59.0,65.0
Li Yunqiu,180000.0,RB,31,174,69,60,71.0,47.0,51.0,58.0,54.0,64.0
Zhong Jinbao,275000.0,CM,27,181,69,60,66.0,53.0,56.0,59.0,58.0,73.0
Ye Chongqiu,210000.0,CDM,29,182,80,60,66.0,54.0,58.0,48.0,57.0,67.0
E. Ahumada,230000.0,CB,28,185,83,60,69.0,22.0,29.0,33.0,59.0,69.0
R. Coughlan,325000.0,ST,25,178,75,60,71.0,58.0,53.0,60.0,24.0,65.0
C. Colkett,300000.0,CM,25,176,74,60,54.0,51.0,64.0,62.0,57.0,56.0
G. Blackwood,325000.0,ST,25,189,81,60,64.0,59.0,51.0,58.0,44.0,69.0
M. Shelton,325000.0,CM,25,178,70,60,66.0,54.0,58.0,61.0,58.0,71.0
H. Al Jayzani,220000.0,RB,29,173,76,60,76.0,40.0,49.0,54.0,52.0,69.0
Luo Xin,160000.0,CB,32,182,70,60,58.0,48.0,54.0,56.0,58.0,70.0
G. Timotheou,325000.0,CB,24,190,89,60,52.0,31.0,44.0,45.0,57.0,73.0
D. Markey,300000.0,RM,25,172,66,60,69.0,50.0,55.0,65.0,47.0,53.0
A. Breslin,325000.0,LB,25,179,73,60,73.0,33.0,51.0,55.0,55.0,65.0
Wang Qiuming,240000.0,CM,29,174,65,60,76.0,54.0,57.0,60.0,52.0,68.0
D. Agyei,325000.0,ST,25,183,77,60,77.0,57.0,48.0,60.0,31.0,67.0
B. Barclay,325000.0,CB,25,187,78,60,54.0,35.0,42.0,50.0,58.0,71.0
Z. Westbrooke,275000.0,CM,25,180,70,60,63.0,57.0,62.0,61.0,56.0,54.0
F. Schröter,300000.0,ST,26,177,72,60,70.0,60.0,49.0,62.0,28.0,57.0
F. Hiszpański,220000.0,LWB,28,172,68,60,71.0,53.0,56.0,61.0,54.0,49.0
J. Tratt,230000.0,CB,27,190,85,60,57.0,41.0,50.0,51.0,56.0,76.0
A. Kilgour,275000.0,CB,24,189,75,60,57.0,39.0,42.0,51.0,59.0,70.0
N. Hazazi,210000.0,CDM,29,179,75,60,36.0,46.0,53.0,52.0,60.0,71.0
C. Kelly,350000.0,CB,23,191,79,60,36.0,34.0,48.0,50.0,59.0,69.0
K. Gordon,325000.0,RB,24,179,76,60,78.0,49.0,53.0,58.0,54.0,63.0
P. Żyra,500000.0,CM,24,178,70,60,71.0,49.0,59.0,62.0,56.0,68.0
C. Coll,210000.0,LB,30,178,64,60,71.0,26.0,49.0,53.0,55.0,69.0
A. Al Hajji,325000.0,CM,26,176,72,60,66.0,56.0,59.0,62.0,51.0,58.0
M. Remacle,350000.0,CM,25,176,73,60,63.0,55.0,59.0,64.0,55.0,63.0
T. Clarke,300000.0,LB,24,175,65,60,80.0,51.0,57.0,62.0,54.0,60.0
L. Chhangte,325000.0,LM,25,167,61,60,85.0,50.0,52.0,61.0,36.0,60.0
R. Borges,210000.0,CDM,30,182,72,60,57.0,41.0,52.0,51.0,58.0,72.0
F. Flo,350000.0,CB,25,191,83,60,53.0,50.0,46.0,52.0,60.0,64.0
F. Ghazi,220000.0,LB,28,176,76,60,69.0,26.0,47.0,56.0,58.0,65.0
A. Al Qahtani,240000.0,CAM,29,175,65,60,71.0,58.0,58.0,63.0,40.0,54.0
A. Suljic,450000.0,CB,24,189,79,60,56.0,28.0,38.0,40.0,60.0,66.0
T. Bola,525000.0,LB,23,188,80,60,68.0,37.0,46.0,55.0,57.0,61.0
M. Smith,325000.0,ST,25,180,76,60,72.0,59.0,53.0,62.0,35.0,67.0
Park Byung Hyun,210000.0,CB,29,184,83,60,66.0,28.0,47.0,42.0,59.0,69.0
S. Pearson,120000.0,CB,33,183,78,60,45.0,27.0,41.0,43.0,59.0,71.0
H. Clifton,375000.0,CM,24,180,64,60,70.0,50.0,54.0,59.0,56.0,68.0
C. Singh,325000.0,CB,25,185,80,60,70.0,26.0,41.0,49.0,58.0,74.0
S. Grønning,375000.0,ST,25,190,78,60,68.0,59.0,50.0,59.0,26.0,67.0
W. Al Anazi,250000.0,CM,27,165,64,60,56.0,52.0,60.0,62.0,55.0,65.0
J. O'Doherty,325000.0,CM,24,168,62,60,75.0,56.0,56.0,66.0,58.0,65.0
C. John,475000.0,CB,22,181,78,60,73.0,34.0,49.0,56.0,59.0,67.0
